24511,7
25967,7
22503,5
19326,1
28206,4
26007,6
22291,7
22284,6
25503,1
21107,7
23392,9
17589,2
27935,1
20176,1
20557,0
26696,0
20025,4
27665,0
18089,3
24691,2
26080,0
28170,6
20227,7
22216,3
28613,9
23588,2
19767,6
23005,9
27209,2
18148,4
23527,2
22493,5
18295,4
27861,5
26264,4
19170,4
23935,0
17787,3
24129,4
28365,9
24093,2
22119,8
23785,0
26926,0
23748,0
21824,4
22001,0
26845,4
21124,0
26399,1
23387,6
21512,0
17566,5
23153,3
22931,8
25169,1
25925,4
21567,2
17732,8
23830,1
22076,4
25588,4
26528,6
27128,1
26795,8
23781,2
21519,9
22109,6
21158,6
27687,9
27888,3
23263,2
19337,2
22595,7
22919,2
22303,1
18146,6
25554,3
25709,2
25332,2
27729,4
21327,1
25757,7
19431,7
19568,9
21246,5
23179,3
22443,5
23140,0
20321,1
24750,0
20994,9
25712,8
24183,7
28604,2
27503,8
17917,1
17902,1
18563,6
25293,1
18482,3
25221,6
19595,0
25230,5
27911,9
28168,1
23038,6
18357,3
27870,2
27841,3
23298,4
23301,3
19623,6
19733,4
24259,2
22560,9
28310,0
26324,7
21090,2
28415,4
19835,3
24761,6
19728,2
21108,1
26154,0
18663,5
20027,0
21017,2
26420,9
28378,6
23864,4
28252,6
18434,8
19652,5
27960,2
22987,2
24962,8
20847,9
26298,8
19626,9
20667,0
19099,6
28095,8
26642,7
26750,2
19904,3
21860,5
19316,8
19566,4
23770,7
23300,4
27960,7
19858,5
23136,3
22562,8
28658,7
26404,7
22492,5
26142,5
23862,4
25628,7
26656,3
18914,0
21158,3
21701,8
22938,7
18821,0
21504,2
25244,8
23428,1
24517,2
24220,7
27474,2
19083,0
22845,1
28602,3
20748,4
22199,7
24600,5
20385,5
27741,4
19002,5
20194,9
24921,2
20770,9
27844,5
25706,7
19878,5
28559,7
20276,7
17898,8
22677,6
24173,5
23491,2
26426,7
20200,2
23292,7
26745,2
28078,2
27789,7
24192,3
23879,9
25102,0
21678,4
24812,3
28392,3
25306,3
19305,4
24884,0
28479,8
17901,6
20263,1
21646,1
22595,2
19436,2
27115,8
21466,9
28679,2
28417,9
18279,7
20293,1
24312,9
28093,3
22127,9
24874,0
27446,7
24617,5
21075,9
27121,8
18769,8
19301,4
26601,0
18813,2
28130,5
24520,6
21911,0
27975,4
26397,3
20160,2
28235,3
20469,7
25871,2
25208,6
26445,5
26816,4
19240,4
19506,4
24979,5
24835,1
23016,3
28451,6
18563,3
27659,9
24809,1
20227,9
19939,7
20194,1
19442,2
17982,6
26630,4
20294,6
20003,9
28667,6
17548,8
22216,9
27297,7
24917,9
25700,3
19275,1
25258,7
18169,6
18451,6
22500,5
22898,2
28015,8
18019,4
18440,1
28167,9
23083,1
28217,3
26351,4
26707,4
25281,8
27693,5
26766,1
24264,1
24960,1
27350,7
19851,7
25511,8
17539,3
21602,7
23489,7
27981,6
19828,0
25709,2
25293,0
21702,3
26237,2
24752,7
26547,6
18618,7
27433,4
24246,4
19217,7
23386,9
17896,9
26183,7
22856,4
20605,4
27133,4
22567,8
28041,5
20720,4
23582,1
17642,7
19681,8
21207,4
27014,8
17604,8
23723,7
22900,8
22823,3
19396,2
28665,0
19408,7
27049,7
18031,5
25819,4
25240,7
27733,8
20387,4
24597,5
20697,2
26991,4
18105,3
28139,5
19029,2
22577,7
26249,4
21205,4
26789,5
18073,1
22125,4
23355,0
24315,4
20716,1
27145,8
25885,6
17598,5
28661,0
26972,8
18176,8
24044,5
28234,3
24515,1
25501,5
25617,5
24774,4
21049,7
22245,1
18927,3
27545,6
23163,1
26561,9
24187,1
17528,8
23799,7
27990,7
24389,0
22985,3
17616,2
21977,6
23525,1
21546,3
24790,3
19668,5
25993,7
23353,2
19308,5
20345,6
18769,3
19654,7
25870,3
25241,1
21479,0
24720,3
19573,3
20623,0
20064,4
25071,5
23214,1
22976,1
26801,1
18085,9
19557,3
27652,0
25379,9
26611,6
28582,3
21146,1
20544,6
25779,6
27253,2
18054,0
17565,0
17765,9
19130,3
25551,3
21522,9
23053,0
18835,2
22222,5
25898,4
20787,2
17560,3
28382,2
25219,4
28646,0
23512,6
20983,6
26109,9
25113,0
20449,0
24047,0
20408,0
23685,1
28451,0
26981,9
20071,5
21165,9
28241,3
23773,0
24261,4
27253,3
22723,2
25158,8
21463,7
28060,0
21963,5
25285,1
25500,7
19734,8
19732,5
28089,2
26651,9
25948,2
27771,6
23022,8
22741,7
25616,2
21637,9
27421,2
27081,2
26598,6
18010,7
27256,7
21839,9
22430,9
